row,key_hash_hex,record_index,jaJP_flags,jaJP_text,enUS_flags,enUS_text,zhTW_flags,zhTW_text
26,1616C939,229,0,【최종장】 두 사람의 백황,0,[Final Chapter] Mask of Truth,0,【最終章】 二人的白皇
27,18D99F1E,314,28,【제9장】 시노논의 외출 후편 전,28,[Chapter 9] Shinonon's Excursion III - 1,28,【第九章】 詩諾農出門 後篇 前
28,1A148864,67,0,【제5장】 용호상박-1,0,[Chapter 5] Dragon and Tiger Collide - 1,0,【第伍章】 龍虎相搏-1
29,1B5D4B70,338,4,【최종장】 황제의 세상 바로잡기 여행 중편 전,4,[Final Chapter] The Mikado's Quest to Restore the Kingdom II - 1,4,【最終章】 帝的世間改革之旅 中篇 前
30,1C54E3AC,294,48,"【제6장】 부흥, 루모이 관문 전",48,[Chapter 6] Restoring Rumoy Pass I,48,【第六章】 復興魯摩伊關卡 前
31,1CA75739,114,0,【제9장】 노스리와 겐호우,0,[Chapter 9] Nosuri and Genho,0,【第九章】 鵟與彥峰
32,1D616560,118,0,【제9장】 책동의 숲 전,0,[Chapter 9] Forest of Schemes I,0,【第九章】 危機重重的森林 前
33,1D96899B,306,36,【제8장】 황자와 소녀 전,36,[Chapter 8] The Prince and the Girl I,36,【第八章】 皇子與少女 前
34,1DAD977E,228,0,【최종장】 두 사람의 백황 [모노로그],0,[Final Chapter] Mask of Truth [Monologue],0,【最終章】 二人的白皇 ［獨白］
35,1E125DF5,283,59,【제3장】 노스리 일파 합류 전,59,[Chapter 3] Nosuri Thieves Union I,59,【第參章】 與鵟一派會合 前
36,1FD037C2,271,71,【제1장】 아투이의 귀신 훈련 전,71,[Chapter 1] Atuy's Relentless Training I,71,【第壹章】 阿圖依的魔鬼訓練 前
37,1FD7DA3C,116,0,【제9장】 노스리답게,0,[Chapter 9] Foolish Nosuri,0,【第九章】 所謂鵟其人
38,222A14E8,65,0,【제5장】 투스쿨에서 온 사자 [모노로그],0,[Chapter 5] The Messenger from Tuskur [Monologue],0,【第伍章】 來自圖斯庫爾的使者［獨白］
39,23D45D4E,224,0,【최종장】 신화의 시작 후-2,0,[Final Chapter] The Beginning of a Myth II - 2,0,【最終章】 神話的開端 後-2
40,23D4683B,243,0,【제4장】 한쌍인 것 전-2 [비주얼 시네마],0,[Chapter 4] Mirror Opposites I - 2 [Cinematic],0,【第肆章】 成對之物 前-2 ［視覺影片］
41,25ABF8BE,204,0,【제17장】 심연에서 들려오는 목소리 전-2,0,[Chapter 17] Voice from the Abyss I - 2,0,【第拾七章】 來自深淵的呼喚 前-2
42,26120030,20,0,【제1장】 의적의 긍지 후,0,[Chapter 1] Pride of a Gentleman Thief II,0,【第壹章】 義賊的尊嚴 後
43,279336C4,30,0,【제1장】 맛있는 독맛보기,0,[Chapter 1] The Delicious Taste of Poison,0,【第壹章】 美味之毒
44,286F8DCD,362,0,스태프 롤·진,0,Ending Credits: True,0,工作人員名單・真
45,28A7D404,43,0,【제4장】 노스리의 씨족,0,[Chapter 4] Nosuri's Clan,0,【第肆章】 鵟的部族
46,28A943C5,318,24,【제9장】 오슈토르의 검 후편 전,24,[Chapter 9] The Blade of Oshtor III - 1,24,【第九章】 奧修特爾的劍 後篇 前
47,296B29F2,336,6,【최종장】 황제의 세상 바로잡기 여행 전편 전,6,[Final Chapter] The Mikado's Quest to Restore the Kingdom I - 1,6,【最終章】 帝的世間改革之旅 前篇 前
48,2AEFFD9C,322,20,【제11장】 엔나카무이 대연습 전,20,[Chapter 11] Ennakamuy War Games I,20,【第拾壹章】 恩納卡姆依大演習 前
49,2B2D97AB,326,16,【제14장】 떠돌이 도박꾼 후편 전,16,[Chapter 14] The Traveling Gambler II - 1,16,【第拾肆章】 漂泊的賭徒 後篇 前
50,2B6F72D7,355,0,천화의 지휘자 후,0,Tactician of Heavenly Fire II,0,烤爐的軍師 後
51,2C243F77,281,61,【제3장】 노스리 궁병 부대 전,61,[Chapter 3] Nosuri's Archer Squad I,61,【第參章】 鵟的弓兵部隊 前
52,2C4AF799,94,0,【제7장】 마로로를 뒤덮는 그림자,0,[Chapter 7] The Shadow Over Maroro,0,【第七章】 壟罩麻呂呂的陰霾
53,2D4D5A33,49,0,【제4장】 엔나카무이 침공 [모노로그],0,[Chapter 4] Ennakamuy Invasion [Monologue],0,【第肆章】 侵略恩納卡姆依 ［獨白］
54,2D51727C,29,0,"【제1장】 아투이, 심심해하다",0,[Chapter 1] Atuy is Bored,0,【第壹章】 阿圖依，深感枯燥
55,2DE65540,267,75,【제1장】 근위대 합류 전,75,[Chapter 1] Combining Forces I,75,【第壹章】 與近衛眾會合 前
56,2E62812E,292,50,【제5장】 달밤의 싸움 전,50,[Chapter 5] The Moonlight Fight I,50,【第伍章】 月夜的爭執 前
57,2FA0EB19,304,38,【제7장】 시노논의 외출 중편 전,38,[Chapter 7] Shinonon's Excursion II - 1,38,【第七章】 詩諾農出門 中篇 前
58,2FA4322E,112,0,【제9장】 씨족장의 증표 [모노로그],0,[Chapter 9] Proof of Clan Leadership [Monologue],0,【第九章】 族長之證 ［獨白］
59,30358B39,239,0,【최종장】 신화의 시작 후-5 [비주얼 시네마],0,[Final Chapter] The Beginning of a Myth II - 5 [Cinematic],0,【最終章】 神話的開端 後-5 ［視覺影片］
60,307018B3,337,5,【최종장】 황제의 세상 바로잡기 여행 전편 후,5,[Final Chapter] The Mikado's Quest to Restore the Kingdom I - 2,5,【最終章】 帝的世間改革之旅 前篇 後
61,310DD3AC,192,0,【제15장】 예지로 향하는 문-1,0,[Chapter 15] Door to Wisdom I,0,【第拾伍章】 通往睿智之扉-1
62,31B27284,319,23,【제9장】 오슈토르의 검 후편 후,23,[Chapter 9] The Blade of Oshtor III - 2,23,【第九章】 奧修特爾的劍 後篇 後
63,3236A6EA,327,15,【제14장】 떠돌이 도박꾼 후편 후,15,[Chapter 14] The Traveling Gambler II - 2,15,【第拾肆章】 漂泊的賭徒 後篇 後
64,32744396,356,0,검은 황녀 전,0,The Dark Princess I,0,漆黑皇女 前
65,3344F916,83,0,【제6장】 안쥬 출진 중,0,[Chapter 6] Anju Goes Into Battle II,0,【第六章】 杏樹出陣 中
66,33F4CCDD,323,19,【제11장】 엔나카무이 대연습 후,19,[Chapter 11] Ennakamuy War Games II,19,【第拾壹章】 恩納卡姆依大演習 後
67,33F6B303,31,0,【제1장】 재단과 추상,0,[Chapter 1] Prep and Reminiscence,0,【第壹章】 樣式與追憶
68,34E4A750,136,0,【제11장】 망집의 불꽃 전-1,0,[Chapter 11] Flames of Delusion I - 1,0,【第拾壹章】 執念火炎 前-1
69,34FD6401,270,72,【제1장】 근위대 합류 후-2,72,[Chapter 1] Combining Forces III - 2,72,【第壹章】 與近衛眾會合 後-2
70,353F0E36,282,60,【제3장】 노스리 궁병 부대 후,60,[Chapter 3] Nosuri's Archer Squad II,60,【第參章】 鵟的弓兵部隊 後
71,35532583,150,0,"【제12장】 강적, 다시 [모노로그]",0,[Chapter 12] Return of a Fierce Adversary [Monologue],0,【第拾貳章】 強敵再次現身 ［獨白］
72,35642B2D,119,0,【제9장】 책동의 숲 후-1,0,[Chapter 9] Forest of Schemes II - 1,0,【第九章】 危機重重的森林 後-1
73,36BBDA58,305,37,【제7장】 시노논의 외출 중편 후,37,[Chapter 7] Shinonon's Excursion II - 2,37,【第七章】 詩諾農出門 中篇 後
74,3779B06F,293,49,【제5장】 달밤의 싸움 후,49,[Chapter 5] The Moonlight Fight II,49,【第伍章】 月夜的爭執 後
75,381E634A,98,0,【제7장】 시스의 마음 [모노로그],0,[Chapter 7] Shis' Feelings [Monologue],0,【第七章】 希絲的心意 ［獨白］
76,38220EFC,277,65,【제2장】 시노논의 외출 전편 중,65,[Chapter 2] Shinonon's Excursion I - 2,65,【第貳章】 詩諾農出門 前篇 中
77,3AAF2067,179,0,【제15장】 성지에서 온 사자,0,[Chapter 15] Messenger from Sacred Land,0,【第拾伍章】 來自聖地的使者
78,3AEC389C,163,0,【제13장】 결전의 제도 중-3,0,[Chapter 13] Imperial Capital Showdown II - 3,0,【第拾參章】 帝都決戰 中-3
79,3BA8ECA2,51,0,【제4장】 결별 전,0,[Chapter 4] Farewell I,0,【第肆章】 決別 前
80,3BB461F7,144,0,【제12장】 달밤의 밀항자,0,[Chapter 12] Moonlight Stowaway,0,【第拾貳章】 月夜下的偷渡客
81,3BDF1E57,247,0,【제12장】 호걸 격돌 중 [비주얼 시네마],0,[Chapter 12] Clash of Titans II [Cinematic],0,【第拾貳章】 豪傑纏鬥 中 ［視覺影片］
82,3C26DC88,215,0,【제18장】 대봉인 후,0,[Chapter 18] Ohn Riyaak II,0,【第拾八章】 大封印 後
83,3C315ABD,113,0,【제9장】 이즈루하로,0,[Chapter 9] To Izuruha,0,【第九章】 前往伊茲魯哈
84,3D6D1879,331,11,【최종장】 무네치카의 무자수행 후편 중,11,[Final Chapter] Munechika's Training Journey III - 2,11,【最終章】 宗近的武士修行 後篇 中
85,3DE9464B,135,0,【제10장】 강습 후-3,0,[Chapter 10] Assault III - 3,0,【第拾章】 強襲 後-3
86,3E3E4252,22,0,【제1장】 마음이 여기에 있지 않다 후,0,[Chapter 1] An Absent Heart II,0,【第壹章】 心不在焉 後
87,3E8DA0D2,265,77,【제1장】 엔나카무이 주변 정찰 중,77,[Chapter 1] Ennakamuy Area Recon II,77,【第壹章】 偵察恩納卡姆依周邊 中
88,3EEC9DB0,107,0,【제8장】 유대 전-2,0,[Chapter 8] Bond I - 2,0,【第八章】 牽絆 前-2
89,40046874,222,0,【최종장】 불멸의 우정 현현하는 자,0,[Final Chapter] Manifestor of Eternal Bonds,0,【最終章】 不滅的友情 顯現之人
90,40EF8A24,11,0,【제1장】 네코네의 통곡 둘,0,[Chapter 1] Nekone's Cry II,0,【第壹章】 貓音的慟哭 貳
91,42B256EB,100,0,【제7장】 루루티에의 결의 [모노로그],0,[Chapter 7] Rulutieh's Determination [Monologue],0,【第七章】 露露緹耶的決心 ［獨白］
92,4392274C,153,0,【제12장】 사중에 활로가 있다,0,[Chapter 12] Life in the Face of Death,0,【第拾貳章】 絕地逢生
93,43C11596,2,0,【제1장】 돌아갈 수 없는 마음 전-1,0,[Chapter 1] Irretrievable Memories I - 1,0,【第壹章】 無處可歸的念想 前-1
94,441555D9,181,0,【제15장】 봉인의 문 [모노로그],0,[Chapter 15] Sealed Door [Monologue],0,【第拾伍章】 封印之扉 ［獨白］
95,4487D663,149,0,【제12장】 결전 전야,0,[Chapter 12] The Eve of the Fight,0,【第拾貳章】 決戰前夕
96,4487FB45,210,0,【제18장】 대봉인 전-1,0,[Chapter 18] Ohn Riyaak I - 1,0,【第拾八章】 大封印 前-1
97,46D802FD,125,0,【제10장】 오의 시연?,0,[Chapter 10] Okugi Revealed?,0,【第拾章】 展現奧義？
98,4732BBAF,240,0,【최종장】 신화의 시작 후-4 [비주얼 시네마],0,[Final Chapter] The Beginning of a Myth II - 4 [Cinematic],0,【最終章】 神話的開端 後-4 ［視覺影片］
99,47C179AE,193,0,【제15장】 예지로 향하는 문-2,0,[Chapter 15] Door to Wisdom II,0,【第拾伍章】 通往睿智之扉-2
100,4829790B,151,0,【제12장】 복수는 끝나지 않는다 전-2,0,[Chapter 12] Endless Revenge I - 2,0,【第拾貳章】 復仇永無止境 前-2
101,482B5C23,60,0,【제5장】 투스쿨에서 온 사자,0,[Chapter 5] The Messenger from Tuskur,0,【第伍章】 來自圖斯庫爾的使者
102,4848FA73,276,66,【제2장】 시노논의 외출 전편 전,66,[Chapter 2] Shinonon's Excursion I - 1,66,【第貳章】 詩諾農出門 前篇 前
103,498A9044,264,78,【제1장】 엔나카무이 주변 정찰 전,78,[Chapter 1] Ennakamuy Area Recon I,78,【第壹章】 偵察恩納卡姆依周邊 前
104,49A15CAC,194,0,【제15장】 궤계 돌파 전,0,[Chapter 15] Tearing Through a Tangled Web I,0,【第拾伍章】 打破詭計 前
105,49A5254A,218,0,【최종장】 위찰네미테아의 딸-1,0,[Final Chapter] Daughter of Uitsualnemetia - 1,0,【最終章】 維茨亞奈米迪亞的女兒-1
106,49AFD928,254,2,【최종장】 대봉인(온·리이야크) [비주얼 시네마],2,[Final Chapter] Ohn Riyaak [Cinematic],2,【最終章】 大封印（奧・利楊克） ［視覺影片］
107,49D49FBB,256,0,【제1장】 오프닝 [비주얼 시네마],0,[Chapter 1] Opening [Cinematic],0,【第壹章】 Opening ［視覺影片］
108,49E245F3,184,0,【제15장】 열쇠,0,[Chapter 15] The Key,0,【第拾伍章】 關鍵
109,4A0E442A,288,54,【제4장】 울퉁불퉁한 떠돌이 후편 전,54,[Chapter 4] The Rugged Wanderers II - 1,54,【第肆章】 參差不齊的流浪者 後篇 前
110,4A234B9E,172,0,【제15장】 임무의 끝,0,[Chapter 15] A Role Fulfilled,0,【第拾伍章】 使命完成
111,4A5CBAFF,50,0,【제4장】 한쌍인 것 [모노로그],0,[Chapter 4] Mirror Opposites [Monologue],0,【第肆章】 成對之物 ［獨白］
112,4A9EE10C,160,0,【제13장】 결전의 제도 전 [모노로그],0,[Chapter 13] Imperial Capital Showdown I [Monologue],0,【第拾參章】 帝都決戰 前 ［獨白］
113,4BC7FDCB,78,0,【제6장】 목욕에 거는 열정 1,0,[Chapter 6] Bathhouse Passion I,0,【第六章】 對入浴的熱情 壹
114,4BCC2E1D,300,42,【제7장】 쿠쥬우리의 강자 전,42,[Chapter 7] Kujyuri's Mightiest I,42,【第七章】 九重里的強者 前
115,4CC586C1,285,57,【제3장】 오슈토르의 검 전편,57,[Chapter 3] The Blade of Oshtor I,57,【第參章】 奧修特爾的劍 前篇
116,4D07ECF6,330,12,【최종장】 무네치카의 무자수행 후편 전,12,[Final Chapter] Munechika's Training Journey III - 1,12,【最終章】 宗近的武士修行 後篇 前
117,4DAD0243,157,0,"【제12장】 강적, 다시 후",0,[Chapter 12] Return of a Fierce Adversary II,0,【第拾貳章】 強敵再臨 後
118,4DF2024E,152,0,【제12장】 복수는 끝나지 않는다 후,0,[Chapter 12] Endless Revenge II,0,【第拾貳章】 復仇永無止境 後
119,4E2C4BBD,230,0,【최종장】 그날을 믿으며,0,[Final Chapter] Believe in that Day,0,【最終章】 相信那個日子
120,4E833898,310,32,【제8장】 장녀 습격 전,32,[Chapter 8] Eldest Daughter Attack I,32,【第八章】 長女來襲 前
121,4ED89DF4,177,0,【제15장】 투스쿨 구경,0,[Chapter 15] Tuskur Sightseeing,0,【第拾伍章】 參訪圖斯庫爾
122,4F15691F,46,0,【제4장】 루루티에의 전장,0,[Chapter 4] Rulutieh's Battlefield,0,【第肆章】 露露緹耶的戰場
123,4F4152AF,320,22,【제11장】 황자와 황자와 공주 전,22,"[Chapter 11] The Prince, the Prince, and the Princess I",22,【第拾壹章】 皇子與皇子與公主 前
124,4FB8F2C9,187,0,【제15장】 사람을 잇는 자 전,0,[Chapter 15] Heir to Humanity I,0,【第拾伍章】 前人的繼承者 前
125,500D0302,145,0,"【제12장】 쿠온, 감기에 걸린 날",0,[Chapter 12] The Day Kuon Catches a Cold,0,【第拾貳章】 久遠，感冒的一天
126,5091A105,266,76,【제1장】 엔나카무이 주변 정찰 후,76,[Chapter 1] Ennakamuy Area Recon III,76,【第壹章】 偵察恩納卡姆依周邊 後
127,50F35FE7,108,0,【제8장】 유대 중,0,[Chapter 8] Bond II,0,【第八章】 牽絆 中
128,511F08ED,24,0,【제1장】 거짓 재회 후,0,[Chapter 1] False Reunion II,0,【第壹章】 虛偽的再會 後
129,5149200D,37,0,【제2장】 쿠온의 비약,0,[Chapter 2] Kuon's Secret Remedy,0,【第貳章】 久遠的祕藥
130,5153CB32,278,64,【제2장】 시노논의 외출 전편 후,64,[Chapter 2] Shinonon's Excursion I - 3,64,【第貳章】 詩諾農出門 前篇 後
131,52358D55,34,0,【제2장】 홍백 시합 전,0,[Chapter 2] Mock Battle: Red vs White I,0,【第貳章】 紅白比試 前
132,52D71F5C,301,41,【제7장】 쿠쥬우리의 강자 후,41,[Chapter 7] Kujyuri's Mightiest II,41,【第七章】 九重里的強者 後
133,5315756B,289,53,【제4장】 울퉁불퉁한 떠돌이 후편 후,53,[Chapter 4] The Rugged Wanderers II - 2,53,【第肆章】 參差不齊的流浪者 後篇 後
134,53EB6933,117,0,【제9장】 역습의 토키후사,0,[Chapter 9] Tokifusa Strikes Back,0,【第九章】 時櫻的反擊
135,541CDDB7,332,10,【최종장】 무네치카의 무자수행 후편 후,10,[Final Chapter] Munechika's Training Journey III - 3,10,【最終章】 宗近的武士修行 後篇 後
136,5462FE33,250,0,【제18장】 마지막 해방 후-1 [비주얼 시네마],0,[Chapter 18] Final Release III - 1 [Cinematic],0,【第拾八章】 最後的解放 後-1 ［視覺影片］
137,565A63EE,321,21,【제11장】 황자와 황자와 공주 후,21,"[Chapter 11] The Prince, the Prince, and the Princess II",21,【第拾壹章】 皇子與皇子與公主 後
138,579809D9,311,31,【제8장】 장녀 습격 후,31,[Chapter 8] Eldest Daughter Attack II,31,【第八章】 長女來襲 後
139,58E848E1,1,0,【제1장】 떠올리다,0,[Chapter 1] Remembering,0,【第壹章】 憶起
140,5AE165D6,268,74,【제1장】 근위대 합류 중,74,[Chapter 1] Combining Forces II,74,【第壹章】 與近衛眾會合 中
141,5B56025E,235,0,【제14장】 금단의 힘 후-2 [비주얼 시네마],0,[Chapter 14] Forbidden Power III - 2 [Cinematic],0,【第拾肆章】 禁忌之力 後-2 ［視覺影片］
142,5C1D4BA3,126,0,【제10장】 신부 선언,0,[Chapter 10] A Bride's Declaration,0,【第拾章】 妻子宣言
143,5D281334,14,0,【제1장】 각오의 자리 아투이,0,[Chapter 1] Where Resolve Lies: Atuy,0,【第壹章】 覺悟的所在 阿圖依
144,5E426687,23,0,【제1장】 거짓 재회 전,0,[Chapter 1] False Reunion I,0,【第壹章】 虛偽的再會 前
145,5FC425A0,61,0,【제5장】 늦어진 편지,0,[Chapter 5] Belated Letter,0,【第伍章】 姍姍來遲的信件
146,607041B9,109,0,【제8장】 유대 후-1,0,[Chapter 8] Bond III - 1,0,【第八章】 牽絆 後-1
147,60E17DDE,303,39,【제7장】 무네치카의 무자수행 전편 후,39,[Chapter 7] Munechika's Training Journey I - 2,39,【第七章】 宗近的武士修行 前篇 後
148,6.12E+14,291,51,【제4장】 사내들의 특훈 후,51,[Chapter 4] Men's Intensive Training II,51,【第肆章】 男人們的特訓 後
149,6.25E+12,142,0,【제11장】 망집의 불꽃 후-3,0,[Chapter 11] Flames of Delusion III - 3,0,【第拾壹章】 執念火炎 後-3
150,627E9558,174,0,【제15장】 네코네의 고백,0,[Chapter 15] Nekone's Confession,0,【第拾伍章】 貓音的告白
151,62A25933,344,0,【제11장】 어머니여 전,0,[Chapter 11] Mother I,0,【第拾壹章】 母親啊 前
152,6365A9B0,280,62,【제2장】 떠돌이 도박꾼 전편 후,62,[Chapter 2] The Traveling Gambler I - 2,62,【第貳章】 漂泊的賭徒 前篇 後
153,6411DBE7,148,0,【제12장】 시대의 흐름,0,[Chapter 12] Trends of the Times,0,【第拾貳章】 時代的趨勢
154,6411F6C1,212,0,【제18장】 마지막 해방 전-2,0,[Chapter 18] Final Release I - 2,0,【第拾八章】 最後的解放 前-2
155,646AECA2,87,0,【제7장】 안쥬의 우울,0,[Chapter 7] Anju's Melancholy,0,【第七章】 杏樹的憂鬱
156,646C016C,325,17,【제14장】 새로운 정치 후,17,[Chapter 14] New Administration II,17,【第拾肆章】 新的國政 後
157,6483585D,180,0,【제15장】 온카미야무카이로,0,[Chapter 15] To Onkamiyamukai,0,【第拾伍章】 前往歐卡米亞凱
158,64FB8105,209,0,【제18장】 소원의 끝 후,0,[Chapter 17] End of a Wish III,0,【第拾七章】 願望的最後 後
159,65AE6B5B,313,29,【제9장】 씨족장 탄생 후,29,[Chapter 9] Birth of a Chieftain II,29,【第九章】 族長誕生 後
160,662ABF35,335,7,【최종장】 황자의 사내다움 갈고닦기 후,7,[Final Chapter] A Prince's Journey to Manhood III,7,【最終章】 皇子的男子氣概訓練 後
161,6843B4CF,8,0,【제1장】 각오의 자리 쌍둥이,0,[Chapter 1] Where Resolve Lies: The Twins,0,【第壹章】 覺悟的所在 雙胞胎
162,68980C63,21,0,【제1장】 마음이 여기에 있지 않다 전,0,[Chapter 1] An Absent Heart I,0,【第壹章】 心不在焉 前
163,68BB92FB,106,0,【제8장】 유대 전-1,0,[Chapter 8] Bond I - 1,0,【第八章】 牽絆 前-1
164,68D70754,272,70,【제1장】 아투이의 귀신 훈련 중,70,[Chapter 1] Atuy's Relentless Training II,70,【第壹章】 阿圖依的魔鬼訓練 中
165,6950D2BA,139,0,【제11장】 망집의 불꽃 중,0,[Chapter 11] Flames of Delusion II,0,【第拾壹章】 執念火炎 中
166,6A08EC88,161,0,【제13장】 결전의 제도 중-1,0,[Chapter 13] Imperial Capital Showdown II - 1,0,【第拾參章】 帝都決戰 中-1
167,6AB5461A,171,0,"【제14장】 서임, 그리고 [모노로그]",0,[Chapter 14] Ceremony of Honors and What Follows [Monologue],0,【第拾肆章】 敘任，以及…… ［獨白］
168,6B53D33A,295,47,"【제6장】 부흥, 루모이 관문 중",47,[Chapter 6] Restoring Rumoy Pass II,47,【第六章】 復興魯摩伊關卡 中
169,6C25F9A9,213,0,【제18장】 마지막 해방-2,0,[Chapter 18] Final Release - 2,0,【第拾八章】 最後的解放-2
170,6CFFD35D,101,0,【제7장】 결의의 싸움 전,0,[Chapter 7] Resolute Battle I,0,【第七章】 決意之戰 前
171,6D1F678D,36,0,【제2장】 수상한 행상인 [모노로그],0,[Chapter 2] The Mysterious Traveling Salesman [Monologue],0,【第貳章】 神祕的行商人 ［獨白］
172,705DED03,232,0,【제1장】 돌아갈 수 없는 마음 전-2 [비주얼 시네마],0,[Chapter 1] Irretrievable Memories I - 2 [Cinematic],0,【第壹章】 無處可歸的念想 前-2 ［視覺影片］
173,7106052D,200,0,【제16장】 깨어남의 땅에서-2,0,[Chapter 16] In the Land of Awakening II,0,【第拾六章】 於覺醒之地-2
174,738B0126,120,0,【제9장】 배수의 진 전,0,[Chapter 9] No Way Out I,0,【第九章】 背水一戰 前
175,753E6DA4,143,0,【제11장】 부흥의 맹세,0,[Chapter 11] Vow to Rebuild,0,【第拾壹章】 復興的誓言
176,759A05EF,38,0,【제2장】 민폐 천사,0,[Chapter 2] Bothersome Angel,0,【第貳章】 添麻煩的天使
177,75DB38E8,13,0,【제1장】 각오의 자리 노스리,0,[Chapter 1] Where Resolve Lies: Nosuri,0,【第壹章】 覺悟的所在 鵟
178,76750C1E,173,0,【제15장】 살아있던 황제,0,"[Chapter 15] The Mikado, Alive and Well",0,【第拾伍章】 存活的帝
179,7716D2A0,80,0,【제6장】 향기의 유래,0,[Chapter 6] Origin of a Scent,0,【第六章】 香氣的來源
180,771C35EC,169,0,【제14장】 금단의 힘 후-1,0,[Chapter 14] Forbidden Power III - 1,0,【第拾肆章】 禁忌之力 後-1
181,783826A8,290,52,【제4장】 사내들의 특훈 전,52,[Chapter 4] Men's Intensive Training I,52,【第肆章】 男人們的特訓 前
182,78D5ADE5,28,0,【제1장】 청소의 의미,0,[Chapter 1] What it Means to Clean,0,【第壹章】 打掃的意義
183,79FA4C9F,302,40,【제7장】 무네치카의 무자수행 전편 전,40,[Chapter 7] Munechika's Training Journey I - 1,40,【第七章】 宗近的武士修行 前篇 前
184,7A7E98F1,279,63,【제2장】 떠돌이 도박꾼 전편 전,63,[Chapter 2] The Traveling Gambler I - 1,63,【第貳章】 漂泊的賭徒 前篇 前
185,7B6F39C9,343,0,【제3장】 효도,0,[Chapter 3] Filial Piety,0,【第參章】 孝行
186,7C341C39,134,0,【제10장】 강습 후,0,[Chapter 10] Assault III,0,【第拾章】 強襲 後
